,question,question_id,question_type,answer
11,What are the brand names of combination products of Trandolapril ?,0001237-13,brand names of combination products,
0,What important warning or information should I know about Trandolapril and Verapamil ?,0001238-1,important warning,
1,Who should get Trandolapril and Verapamil and why is it prescribed ?,0001238-2,indication,
2,How should Trandolapril and Verapamil be used and what is the dosage ?,0001238-3,usage,
3,Are there safety concerns or special precautions about Trandolapril and Verapamil ?,0001238-4,precautions,
4,What special dietary instructions should I follow with Trandolapril and Verapamil ?,0001238-5,dietary,
5,What should I do if I forget a dose of Trandolapril and Verapamil ?,0001238-6,forget a dose,
6,What are the side effects or risks of Trandolapril and Verapamil ?,0001238-7,side effects,
7,What should I know about storage and disposal of Trandolapril and Verapamil ?,0001238-8,storage and disposal,
8,What to do in case of emergency or overdose of Trandolapril and Verapamil ?,0001238-9,emergency or overdose,
9,What other information should I know about Trandolapril and Verapamil ?,0001238-10,other information,
10,What are the brand names of combination products of Trandolapril and Verapamil ?,0001238-11,brand names of combination products,
0,Who should get Tranexamic Acid and why is it prescribed ?,0001239-1,indication,
1,How should Tranexamic Acid be used and what is the dosage ?,0001239-2,usage,
2,Are there safety concerns or special precautions about Tranexamic Acid ?,0001239-4,precautions,
3,What special dietary instructions should I follow with Tranexamic Acid ?,0001239-5,dietary,
4,What should I do if I forget a dose of Tranexamic Acid ?,0001239-6,forget a dose,
5,What are the side effects or risks of Tranexamic Acid ?,0001239-7,side effects,
6,What should I know about storage and disposal of Tranexamic Acid ?,0001239-8,storage and disposal,
7,What to do in case of emergency or overdose of Tranexamic Acid ?,0001239-9,emergency or overdose,
8,What other information should I know about Tranexamic Acid ?,0001239-10,other information,
9,What are the brand names of Tranexamic Acid ?,0001239-11,brand names,
0,What important warning or information should I know about Tranylcypromine ?,0001240-1,important warning,
1,Who should get Tranylcypromine and why is it prescribed ?,0001240-2,indication,
2,How should Tranylcypromine be used and what is the dosage ?,0001240-3,usage,
3,Are there safety concerns or special precautions about Tranylcypromine ?,0001240-5,precautions,
4,What special dietary instructions should I follow with Tranylcypromine ?,0001240-6,dietary,
5,What should I do if I forget a dose of Tranylcypromine ?,0001240-7,forget a dose,
6,What are the side effects or risks of Tranylcypromine ?,0001240-8,side effects,
7,What should I know about storage and disposal of Tranylcypromine ?,0001240-9,storage and disposal,
8,What to do in case of emergency or overdose of Tranylcypromine ?,0001240-10,emergency or overdose,
9,What other information should I know about Tranylcypromine ?,0001240-11,other information,
10,What are the brand names of Tranylcypromine ?,0001240-12,brand names,
0,What important warning or information should I know about Trastuzumab Injection ?,0001241-1,important warning,
1,Who should get Trastuzumab Injection and why is it prescribed ?,0001241-2,indication,
2,How should Trastuzumab Injection be used and what is the dosage ?,0001241-3,usage,
3,Are there safety concerns or special precautions about Trastuzumab Injection ?,0001241-5,precautions,
4,What special dietary instructions should I follow with Trastuzumab Injection ?,0001241-6,dietary,
5,What should I do if I forget a dose of Trastuzumab Injection ?,0001241-7,forget a dose,
6,What are the side effects or risks of Trastuzumab Injection ?,0001241-8,side effects,
7,What to do in case of emergency or overdose of Trastuzumab Injection ?,0001241-9,emergency or overdose,
8,What other information should I know about Trastuzumab Injection ?,0001241-10,other information,
9,What are the brand names of Trastuzumab Injection ?,0001241-11,brand names,
0,Who should get Travoprost Ophthalmic and why is it prescribed ?,0001242-1,indication,
1,How should Travoprost Ophthalmic be used and what is the dosage ?,0001242-2,usage,
2,Are there safety concerns or special precautions about Travoprost Ophthalmic ?,0001242-4,precautions,
3,What special dietary instructions should I follow with Travoprost Ophthalmic ?,0001242-5,dietary,
4,What should I do if I forget a dose of Travoprost Ophthalmic ?,0001242-6,forget a dose,
5,What are the side effects or risks of Travoprost Ophthalmic ?,0001242-7,side effects,
6,What should I know about storage and disposal of Travoprost Ophthalmic ?,0001242-8,storage and disposal,
7,What other information should I know about Travoprost Ophthalmic ?,0001242-9,other information,
8,What are the brand names of Travoprost Ophthalmic ?,0001242-10,brand names,
0,What important warning or information should I know about Trazodone ?,0001243-1,important warning,
1,Who should get Trazodone and why is it prescribed ?,0001243-2,indication,
2,How should Trazodone be used and what is the dosage ?,0001243-3,usage,
3,Are there safety concerns or special precautions about Trazodone ?,0001243-5,precautions,
4,What special dietary instructions should I follow with Trazodone ?,0001243-6,dietary,
5,What should I do if I forget a dose of Trazodone ?,0001243-7,forget a dose,
6,What are the side effects or risks of Trazodone ?,0001243-8,side effects,
7,What should I know about storage and disposal of Trazodone ?,0001243-9,storage and disposal,
8,What to do in case of emergency or overdose of Trazodone ?,0001243-10,emergency or overdose,
9,What other information should I know about Trazodone ?,0001243-11,other information,
10,What are the brand names of Trazodone ?,0001243-12,brand names,
0,What important warning or information should I know about Tretinoin ?,0001244-1,important warning,
1,Who should get Tretinoin and why is it prescribed ?,0001244-2,indication,
2,How should Tretinoin be used and what is the dosage ?,0001244-3,usage,
3,Are there safety concerns or special precautions about Tretinoin ?,0001244-5,precautions,
4,What special dietary instructions should I follow with Tretinoin ?,0001244-6,dietary,
5,What should I do if I forget a dose of Tretinoin ?,0001244-7,forget a dose,
6,What are the side effects or risks of Tretinoin ?,0001244-8,side effects,
7,What should I know about storage and disposal of Tretinoin ?,0001244-9,storage and disposal,
8,What to do in case of emergency or overdose of Tretinoin ?,0001244-10,emergency or overdose,
9,What other information should I know about Tretinoin ?,0001244-11,other information,
10,What are the brand names of Tretinoin ?,0001244-12,brand names,
0,Who should get Tretinoin Topical and why is it prescribed ?,0001245-1,indication,
1,How should Tretinoin Topical be used and what is the dosage ?,0001245-2,usage,
2,Are there safety concerns or special precautions about Tretinoin Topical ?,0001245-3,precautions,
3,What should I do if I forget a dose of Tretinoin Topical ?,0001245-4,forget a dose,
4,What are the side effects or risks of Tretinoin Topical ?,0001245-5,side effects,
5,What should I know about storage and disposal of Tretinoin Topical ?,0001245-6,storage and disposal,
6,What other information should I know about Tretinoin Topical ?,0001245-7,other information,
7,What are the brand names of Tretinoin Topical ?,0001245-8,brand names,
8,What are the brand names of combination products of Tretinoin Topical ?,0001245-9,brand names of combination products,
0,Who should get Triamcinolone and why is it prescribed ?,0001246-1,indication,
1,How should Triamcinolone be used and what is the dosage ?,0001246-2,usage,
2,Are there safety concerns or special precautions about Triamcinolone ?,0001246-3,precautions,
3,What special dietary instructions should I follow with Triamcinolone ?,0001246-4,dietary,
4,What should I do if I forget a dose of Triamcinolone ?,0001246-5,forget a dose,
5,What are the side effects or risks of Triamcinolone ?,0001246-6,side effects,
6,What should I know about storage and disposal of Triamcinolone ?,0001246-7,storage and disposal,
7,What to do in case of emergency or overdose of Triamcinolone ?,0001246-8,emergency or overdose,
8,What other information should I know about Triamcinolone ?,0001246-9,other information,
9,What are the brand names of Triamcinolone ?,0001246-10,brand names,
0,Who should get Triamcinolone Nasal Spray and why is it prescribed ?,0001247-1,indication,
1,How should Triamcinolone Nasal Spray be used and what is the dosage ?,0001247-2,usage,
2,Are there safety concerns or special precautions about Triamcinolone Nasal Spray ?,0001247-4,precautions,
3,What special dietary instructions should I follow with Triamcinolone Nasal Spray ?,0001247-5,dietary,
4,What should I do if I forget a dose of Triamcinolone Nasal Spray ?,0001247-6,forget a dose,
5,What are the side effects or risks of Triamcinolone Nasal Spray ?,0001247-7,side effects,
6,What should I know about storage and disposal of Triamcinolone Nasal Spray ?,0001247-8,storage and disposal,
7,What to do in case of emergency or overdose of Triamcinolone Nasal Spray ?,0001247-9,emergency or overdose,
8,What other information should I know about Triamcinolone Nasal Spray ?,0001247-10,other information,
9,What are the brand names of Triamcinolone Nasal Spray ?,0001247-11,brand names,
0,Who should get Triamcinolone Topical and why is it prescribed ?,0001248-1,indication,
1,How should Triamcinolone Topical be used and what is the dosage ?,0001248-2,usage,
2,Are there safety concerns or special precautions about Triamcinolone Topical ?,0001248-3,precautions,
