,question,question_id,question_type,answer
3,How to diagnose Sheehan syndrome ?,0003552-4,exams and tests,
4,What are the treatments for Sheehan syndrome ?,0003552-5,treatment,
5,What is the outlook for Sheehan syndrome ?,0003552-6,outlook,
6,What are the complications of Sheehan syndrome ?,0003552-7,complications,
7,How to prevent Sheehan syndrome ?,0003552-8,prevention,
0,Do you have information about Shellac poisoning,0003553-1,information,
0,What is (are) Shigellosis ?,0003554-1,information,
1,What causes Shigellosis ?,0003554-2,causes,
2,What are the symptoms of Shigellosis ?,0003554-3,symptoms,
3,How to diagnose Shigellosis ?,0003554-4,exams and tests,
4,What are the treatments for Shigellosis ?,0003554-5,treatment,
5,What is the outlook for Shigellosis ?,0003554-6,outlook,
6,What are the complications of Shigellosis ?,0003554-7,complications,
7,Do I need to see a doctor for Shigellosis ?,0003554-8,when to contact a medical professional,
8,How to prevent Shigellosis ?,0003554-9,prevention,
0,What is (are) Shin splints - self-care ?,0003555-1,information,
1,What causes Shin splints - self-care ?,0003555-2,causes,
2,What are the symptoms of Shin splints - self-care ?,0003555-3,symptoms,
3,How to prevent Shin splints - self-care ?,0003555-6,prevention,
4,Do I need to see a doctor for Shin splints - self-care ?,0003555-7,when to contact a medical professional,
0,What is (are) Shingles ?,0003556-1,information,
1,What causes Shingles ?,0003556-2,causes,
2,What are the symptoms of Shingles ?,0003556-3,symptoms,
3,How to diagnose Shingles ?,0003556-4,exams and tests,
4,What are the treatments for Shingles ?,0003556-5,treatment,
5,What is the outlook for Shingles ?,0003556-6,outlook,
6,What are the complications of Shingles ?,0003556-7,complications,
7,Do I need to see a doctor for Shingles ?,0003556-8,when to contact a medical professional,
8,How to prevent Shingles ?,0003556-9,prevention,
0,What is (are) Shingles - aftercare ?,0003557-1,information,
1,What is (are) Shingles - aftercare ?,0003557-2,information,
2,What is the outlook for Shingles - aftercare ?,0003557-3,outlook,
3,Do I need to see a doctor for Shingles - aftercare ?,0003557-6,when to contact a medical professional,
0,What is (are) Shingles vaccine - what you need to know ?,0003558-1,information,
1,What is (are) Shingles vaccine - what you need to know ?,0003558-2,information,
0,What is (are) Shock ?,0003559-1,information,
1,What to do for Shock ?,0003559-2,considerations,
2,What causes Shock ?,0003559-3,causes,
3,What are the symptoms of Shock ?,0003559-4,symptoms,
4,What to do for Shock ?,0003559-5,considerations,
5,What to do for Shock ?,0003559-6,considerations,
6,Do I need to see a doctor for Shock ?,0003559-7,when to contact a medical professional,
7,How to prevent Shock ?,0003559-8,prevention,
0,Do you have information about Short bones,0003560-1,information,
0,What is (are) Short bowel syndrome ?,0003561-1,information,
1,What causes Short bowel syndrome ?,0003561-2,causes,
2,What are the symptoms of Short bowel syndrome ?,0003561-3,symptoms,
3,How to diagnose Short bowel syndrome ?,0003561-4,exams and tests,
4,What are the treatments for Short bowel syndrome ?,0003561-5,treatment,
5,What is the outlook for Short bowel syndrome ?,0003561-6,outlook,
6,What are the complications of Short bowel syndrome ?,0003561-7,complications,
7,Do I need to see a doctor for Short bowel syndrome ?,0003561-8,when to contact a medical professional,
0,What is (are) Short philtrum ?,0003562-1,information,
1,What to do for Short philtrum ?,0003562-2,considerations,
2,What causes Short philtrum ?,0003562-3,causes,
3,What to do for Short philtrum ?,0003562-4,considerations,
4,Do I need to see a doctor for Short philtrum ?,0003562-5,when to contact a medical professional,
5,What is the outlook for Short philtrum ?,0003562-6,outlook,
0,What is (are) Short stature ?,0003563-1,information,
1,What to do for Short stature ?,0003563-2,considerations,
2,What causes Short stature ?,0003563-3,causes,
3,Do I need to see a doctor for Short stature ?,0003563-4,when to contact a medical professional,
4,What is the outlook for Short stature ?,0003563-5,outlook,
0,Do you have information about Shoulder arthroscopy,0003564-1,information,
0,Do you have information about Shoulder CT scan,0003565-1,information,
0,Do you have information about Shoulder MRI scan,0003566-1,information,
0,What is (are) Shoulder pain ?,0003567-1,information,
1,What to do for Shoulder pain ?,0003567-2,considerations,
2,What causes Shoulder pain ?,0003567-3,causes,
3,What to do for Shoulder pain ?,0003567-4,considerations,
4,Do I need to see a doctor for Shoulder pain ?,0003567-5,when to contact a medical professional,
5,What is the outlook for Shoulder pain ?,0003567-6,outlook,
0,Do you have information about Shoulder replacement,0003568-1,information,
0,Do you have information about Shoulder replacement - discharge,0003569-1,information,
0,What is (are) Shoulder separation - aftercare ?,0003570-1,information,
1,What is (are) Shoulder separation - aftercare ?,0003570-2,information,
2,What is the outlook for Shoulder separation - aftercare ?,0003570-3,outlook,
3,Do I need to see a doctor for Shoulder separation - aftercare ?,0003570-6,when to contact a medical professional,
0,Do you have information about Shoulder surgery - discharge,0003571-1,information,
0,Do you have information about Sialogram,0003572-1,information,
0,What is (are) Sick sinus syndrome ?,0003573-1,information,
1,What causes Sick sinus syndrome ?,0003573-2,causes,
2,What are the symptoms of Sick sinus syndrome ?,0003573-3,symptoms,
3,How to diagnose Sick sinus syndrome ?,0003573-4,exams and tests,
4,What are the treatments for Sick sinus syndrome ?,0003573-5,treatment,
5,What is the outlook for Sick sinus syndrome ?,0003573-6,outlook,
6,What are the complications of Sick sinus syndrome ?,0003573-7,complications,
7,Do I need to see a doctor for Sick sinus syndrome ?,0003573-8,when to contact a medical professional,
8,How to prevent Sick sinus syndrome ?,0003573-9,prevention,
0,What is (are) Sickle cell anemia ?,0003574-1,information,
1,What causes Sickle cell anemia ?,0003574-2,causes,
2,What are the symptoms of Sickle cell anemia ?,0003574-3,symptoms,
3,How to diagnose Sickle cell anemia ?,0003574-4,exams and tests,
4,What are the treatments for Sickle cell anemia ?,0003574-5,treatment,
5,Where to find support for people with Sickle cell anemia ?,0003574-6,support groups,
6,What is the outlook for Sickle cell anemia ?,0003574-7,outlook,
7,Do I need to see a doctor for Sickle cell anemia ?,0003574-8,when to contact a medical professional,
0,What is (are) Sickle cell anemia - resources ?,0003575-1,information,
0,Do you have information about Sickle cell test,0003576-1,information,
0,Do you have information about SIDS - resources,0003577-1,information,
0,Do you have information about Sigmoidoscopy,0003578-1,information,
0,What is (are) Signs of an asthma attack ?,0003579-1,information,
1,What are the symptoms of Signs of an asthma attack ?,0003579-2,symptoms,
2,What are the symptoms of Signs of an asthma attack ?,0003579-3,symptoms,
0,What is (are) Silent thyroiditis ?,0003580-1,information,
1,What causes Silent thyroiditis ?,0003580-2,causes,
2,What are the symptoms of Silent thyroiditis ?,0003580-3,symptoms,
3,How to diagnose Silent thyroiditis ?,0003580-4,exams and tests,
4,What are the treatments for Silent thyroiditis ?,0003580-5,treatment,
5,What is the outlook for Silent thyroiditis ?,0003580-6,outlook,
6,Do I need to see a doctor for Silent thyroiditis ?,0003580-7,when to contact a medical professional,
0,What is (are) Silicosis ?,0003581-1,information,
1,What causes Silicosis ?,0003581-2,causes,
2,What are the symptoms of Silicosis ?,0003581-3,symptoms,
3,How to diagnose Silicosis ?,0003581-4,exams and tests,
4,What are the treatments for Silicosis ?,0003581-5,treatment,
5,Where to find support for people with Silicosis ?,0003581-6,support groups,
6,What is the outlook for Silicosis ?,0003581-7,outlook,
7,What are the complications of Silicosis ?,0003581-8,complications,
8,Do I need to see a doctor for Silicosis ?,0003581-9,when to contact a medical professional,
9,How to prevent Silicosis ?,0003581-10,prevention,
0,What is (are) Simian crease ?,0003582-1,information,
1,What to do for Simian crease ?,0003582-2,considerations,
2,What causes Simian crease ?,0003582-3,causes,
3,What is the outlook for Simian crease ?,0003582-4,outlook,
0,Do you have information about Simple prostatectomy,0003583-1,information,
0,What is (are) Simple pulmonary eosinophilia ?,0003584-1,information,
1,What causes Simple pulmonary eosinophilia ?,0003584-2,causes,
2,What are the symptoms of Simple pulmonary eosinophilia ?,0003584-3,symptoms,
3,How to diagnose Simple pulmonary eosinophilia ?,0003584-4,exams and tests,
4,What are the treatments for Simple pulmonary eosinophilia ?,0003584-5,treatment,
5,What is the outlook for Simple pulmonary eosinophilia ?,0003584-6,outlook,
6,What are the complications of Simple pulmonary eosinophilia ?,0003584-7,complications,
7,Do I need to see a doctor for Simple pulmonary eosinophilia ?,0003584-8,when to contact a medical professional,
8,How to prevent Simple pulmonary eosinophilia ?,0003584-9,prevention,
0,"What is (are) Simple, heart-smart substitutions ?",0003585-1,information,
0,Do you have information about Sinus CT scan,0003586-1,information,
0,Do you have information about Sinus MRI scan,0003587-1,information,
0,Do you have information about Sinus x-ray,0003588-1,information,
0,What is (are) Sinusitis ?,0003589-1,information,
1,What causes Sinusitis ?,0003589-2,causes,
2,What are the symptoms of Sinusitis ?,0003589-3,symptoms,
3,How to diagnose Sinusitis ?,0003589-4,exams and tests,
4,What are the treatments for Sinusitis ?,0003589-5,treatment,
5,What is the outlook for Sinusitis ?,0003589-6,outlook,
6,What are the complications of Sinusitis ?,0003589-7,complications,
7,Do I need to see a doctor for Sinusitis ?,0003589-8,when to contact a medical professional,
8,How to prevent Sinusitis ?,0003589-9,prevention,
0,What is (are) Sinusitis in adults - aftercare ?,0003590-1,information,
1,What is the outlook for Sinusitis in adults - aftercare ?,0003590-2,outlook,
2,Do I need to see a doctor for Sinusitis in adults - aftercare ?,0003590-7,when to contact a medical professional,
0,Do you have information about Sitz bath,0003591-1,information,
0,What is (are) Sjgren syndrome ?,0003592-1,information,
1,What causes Sjgren syndrome ?,0003592-2,causes,
2,What are the symptoms of Sjgren syndrome ?,0003592-3,symptoms,
3,How to diagnose Sjgren syndrome ?,0003592-4,exams and tests,
4,What are the treatments for Sjgren syndrome ?,0003592-5,treatment,
5,What is the outlook for Sjgren syndrome ?,0003592-6,outlook,
6,What are the complications of Sjgren syndrome ?,0003592-7,complications,
7,Do I need to see a doctor for Sjgren syndrome ?,0003592-8,when to contact a medical professional,
0,What is (are) Skeletal limb abnormalities ?,0003593-1,information,
1,What to do for Skeletal limb abnormalities ?,0003593-2,considerations,
2,What causes Skeletal limb abnormalities ?,0003593-3,causes,
3,Do I need to see a doctor for Skeletal limb abnormalities ?,0003593-4,when to contact a medical professional,
4,What is the outlook for Skeletal limb abnormalities ?,0003593-5,outlook,
0,What is (are) Skiers thumb - aftercare ?,0003594-1,information,
1,What is (are) Skiers thumb - aftercare ?,0003594-2,information,
2,What is the outlook for Skiers thumb - aftercare ?,0003594-3,outlook,
3,What are the symptoms of Skiers thumb - aftercare ?,0003594-4,symptoms,
4,Do I need to see a doctor for Skiers thumb - aftercare ?,0003594-7,when to contact a medical professional,
0,Do you have information about Skilled nursing and rehabilitation facilities - choosing,0003595-1,information,
0,Do you have information about Skilled nursing facilities after joint replacement,0003596-1,information,
0,Do you have information about Skilled nursing or rehabilitation facilities,0003597-1,information,
0,Do you have information about Skin - abnormally dark or light,0003598-1,information,
0,What is (are) Skin - clammy ?,0003599-1,information,
1,What to do for Skin - clammy ?,0003599-2,considerations,
2,What causes Skin - clammy ?,0003599-3,causes,
3,What to do for Skin - clammy ?,0003599-4,considerations,
4,Do I need to see a doctor for Skin - clammy ?,0003599-5,when to contact a medical professional,
5,What is the outlook for Skin - clammy ?,0003599-6,outlook,
0,What is (are) Skin abscess ?,0003600-1,information,
1,What causes Skin abscess ?,0003600-2,causes,
2,What are the symptoms of Skin abscess ?,0003600-3,symptoms,
3,How to diagnose Skin abscess ?,0003600-4,exams and tests,
4,What are the treatments for Skin abscess ?,0003600-5,treatment,
5,What is the outlook for Skin abscess ?,0003600-6,outlook,
6,What are the complications of Skin abscess ?,0003600-7,complications,
7,Do I need to see a doctor for Skin abscess ?,0003600-8,when to contact a medical professional,
8,How to prevent Skin abscess ?,0003600-9,prevention,
0,Do you have information about Skin and hair changes during pregnancy,0003601-1,information,
0,Do you have information about Skin blushing/flushing,0003602-1,information,
0,What is (are) Skin care and incontinence ?,0003603-1,information,
0,Do you have information about Skin characteristics in newborns,0003604-1,information,
